source,targets,category
"To Moses We did give Nine Clear Signs: As the Children of Israel: when he came to them, Pharaoh said to him: ""O Moses! I consider thee, indeed, to have been worked upon by sorcery!","و به راستی به موسی آن گاه که نزد بنی اسرائیل آمد، نه معجزه روشن دادیم، بنابراین از [آگاهان] بنی اسرائیل بپرس [که آن معجزه‌ها چه بود؟] پس فرعون [با دیدن معجزات] به او گفت: ای موسی! بی تردید من تو را جادوشده می‌پندارم!!",quran
reviewing the last interrogatories made the night before by the examining magistrates,و اصلاح و پاک‌نویس می‌کرد تمام آنچه را که برای مجلس فردا حاضر کرده‌ بود,mizan
That is the question.,در چشم خالق ما فقط همین مسئله مه مه.,mizan
"When Saul and all Israel heard those words of the Philistine, they were dismayed, and greatly afraid.","و داود اسبابی را که داشت به‌دست نگاهبان اسباب سپرد و به سوی لشکر دویده، آمد و سلامتی برادران خودرا بپرسید.",bible
"I pray thee, let me go over, and see the good land that is beyond Jordan, that goodly mountain, and Lebanon.","بر کلامی که من به شماامر می‌فرمایم چیزی میفزایید و چیزی از آن کم منمایید، تا اوامر یهوه خدای خود را که به شماامر می‌فرمایم، نگاه دارید.",bible
"But Jehoiada the priest took a chest, and bored a hole in the lid of it, and set it beside the altar, on the right side as one cometh into the house of the LORD: and the priests that kept the door put therein all the money that was brought into the house of the LORD.","پس غضب خداوندبر اسرائیل افروخته شده، ایشان را به‌دست حزائیل، پادشاه ارام و به‌دست بنهدد، پسرحزائیل، همه روزها تسلیم نمود.",bible
"(It is) a Day whereon men will be like moths scattered about,",روزی که مردم [در سراسیمگی] چون پروانه‌های پراکنده‌اند,quran
"They have said, Come, and let us cut them off from being a nation; that the name of Israel may be no more in remembrance.",‌ای یهوه خدای لشکرها! دعای مرا بشنو! ای خدای یعقوب گوش خود را فراگیر! سلاه.,bible
As if they had never dwelt and flourished there! Ah! Behold! How the Madyan were removed (from sight) as were removed the Thamud!,"گویی در آنجا اقامت نداشتند. آگاه باشید! مدین [از رحمت خدا] دور باد، همان گونه که ثمود دور شد.",quran
but friendly feelings are concealed in their hearts;,اما در قلبشان نسبت به تو احساسات دوستانه‌ای پنهان کرده‌اند؛,mizan
Verily We have sent thee in truth as a bearer of glad tidings and a warner: But of thee no question shall be asked of the Companions of the Blazing Fire.,"قطعا ما تو را به درستی و راستی، بشارت دهنده وبیم رسان فرستادیم، و تو [بعد از ابلاغ پیام حق] مسؤول [ایمان نیاوردن و وضع و حال] دوزخیان نیستی.",quran
"Is then one who is on a clear (Path) from his Lord, no better than one to whom the evil of his conduct seems pleasing, and such as follow their own lusts?","آیا کسانی که بر دلیل روشنی از پروردگار خویش اند، مانند کسانی هستند که عمل زشتشان برای آنان آراسته شده و از هواهای نفسانی خود پیروی کرده‌اند؟",quran
He turned away and walked slowly down Oxford Street.,برگشت و آهسته راه‌ خیابان آکسفورد را در پیش گرفت.,mizan
"(A voice will say,) ""This is the Day of Sorting Out, whose truth ye (once) denied!""",[آری] این همان روز جدایی [میان حق و باطل] است که همواره آن را انکار می‌کردید.,quran
"You come out at last, he said.",گفت: بالاخره بیرون آمدی.,mizan
"Now if ye be ready that at what time ye hear the sound of the cornet, flute, harp, sackbut, psaltery, and dulcimer, and all kinds of musick, ye fall down and worship the image which I have made; well: but if ye worship not, ye shall be cast the same hour into the midst of a burning fiery furnace; and who is that God that shall deliver you out of my hands?","آنگاه دانیال که به بلطشصر مسمی می‌باشد، ساعتی متحیر ماند و فکرهایش او رامضطرب ساخت. پس پادشاه متکلم شده، گفت: «ای بلطشصر خواب و تعبیرش تو را مضطرب نسازد.» بلطشصر در جواب گفت: «ای آقای من! خواب از برای دشمنانت و تعبیرش از برای خصمانت باشد.",bible
"They said: ""We give thee glad tidings in truth: be not then in despair!""",گفتند: تو را به بشارتی درست و به حق [که واقع شدنی است] مژده دادیم؛ بنابراین از ناامیدان مباش.,quran
"No prophet could (ever) be false to his trust. If any person is so false, He shall, on the Day of Judgment, restore what he misappropriated; then shall every soul receive its due,- whatever it earned,- and none shall be dealt with unjustly.","هیچ پیامبری را نسزد که [در اموال، غنایم، سایر امور به امت خود] خیانت ورزد و هر که خیانت کند، روز قیامت با آنچه در آن خیانت کرده بیاید؛ سپس به هر کس آنچه را مرتکب شده به طور کامل می‌دهند، و آنان مورد ستم قرار نمی‌گیرند.",quran
Thus have We made for every prophet an enemy among the sinners: but enough is thy Lord to guide and to help.,"و ما این گونه برای هر پیامبری دشمنانی از مجرمان قرار دادیم، و کافی است که پروردگارت [برای تو] راهنما و یاری دهنده باشد.",quran
My hearties!,ای عزیز من!,mizan
I'll soon pick it up.,من زود یاد می‌گیرم …,mizan
